Spessartite,False,(synonym of spessartine)
Sphene,False,(synonym of titanite)
Stantienite,False,(a variety of amber)
Sunstone,False,(a variety of either oligoclase or orthoclase)
Taaffeite,True,
Tachyhydrite,True,
Taenite,True,
Talc,True,
Talmessite,True,
Talnakhite,True,
Tamarugite,True,
Tangeite,True,
Tantalite,True,
Tantite,True,
Tapiolite (mineral series),True,
Taranakite,True,
Tarapacaite,True,
Tarbuttite,True,
Tausonite,True,
Teallite,True,
Tellurite,True,
Tellurium,True,
Tellurobismuthite,True,
Temagamite,True,
Tennantite,True,
Tenorite,True,
Tephroite,True,
Terlinguaite,True,
Teruggite,True,
Tetradymite,True,
Tetrahedrite,True,
Tetrataenite,True,
Thaumasite,True,
Thenardite,True,
Thermonatrite,True,
Thiospinel group,True,
Thomasclarkite-(Y),True,
Thomsenolite,True,
Thomsonite (series of zeolites),True,
Thorianite,True,
Thorite,True,
Thortveitite,True,
Tiemannite,True,
Tienshanite,True,
Tin,True,
Tinaksite,True,
Tincalconite,True,
Titanite,True,
Titanium,True,
Titanowodginite,True,
Tobermorite,True,
Todorokite,True,
Tokyoite,True,
Tongbaite,True,
Topaz,True,
Torbernite,True,
Tourmaline (group of silicate minerals),True,
Tranquillityite,True,
Tremolite,True,
Trevorite,True,
Tridymite,True,
Triphylite,True,
Triplite,True,
Triploidite,True,
Tripuhyite,True,
Troilite,True,
Trona,True,
Tschermakite,True,
Tschermigite,True,
Tsumcorite,True,
Tsumebite,True,
Tugtupite,True,
Tungsten,True,
Tungstite,True,
Tuperssuatsiaite,True,
Turquoise,True,
Tusionite,True,
Tyrolite,True,
Tyrrellite,True,
Tyuyamunite,True,
Tanzanite,False,(variety of zoisite)
Thulite,False,(variety of zoisite)
Thuringite,False,(variety of chamosite)
Travertine,False,(form of calcium carbonate)
Tsavorite,False,(gem variety of grossularite garnet)
Uchucchacuaite,True,
Uklonskovite,True,
Ulexite,True,
Ullmannite,True,
Ulrichite,True,
Ulvöspinel,True,
Umangite,True,
Umbite,True,
Upalite,True,
Uraninite,True,
Uranocircite-II,True,
Uranophane,True,
Uranopilite,True,
Urea,True,
Uricite,True,
Urusovite,True,
Ussingite,True,
Utahite,True,
Uvarovite,True,
Uytenbogaardtite,True,
Ultramarine,False,()
Uralite,False,(alteration actinolite)
Vaesite,True,
Valentinite,True,
Valleriite,True,
Vanadinite,True,
Vanadiocarpholite,True,
Vanadium,True,
Vantasselite,True,
Vanuralite,True,
Variscite,True,
Vaterite,True,
Vauquelinite,True,
Vauxite,True,
Veatchite,True,
Vermiculite,True,
Vesuvianite,True,
Villiaumite,True,
Violarite,True,
Vishnevite,True,
Vivianite,True,
Vladimirite,True,
Vlasovite,True,
Volborthite,True,
Vulcanite,True,
Wadsleyite,True,
Wagnerite,True,
Wairakite,True,
Wakabayashilite,True,
Wakefieldite,True,
Walfordite,True,
Wardite,True,
Warikahnite,True,
Warwickite,True,
Wassonite,True,
Wattersite,True,
Wavellite,True,
Weddellite,True,
Weeksite,True,
Weilite,True,
Weissite,True,
Weloganite,True,
Whewellite,True,
Whiteite (group of minerals),True,
Whitlockite,True,
Willemite,True,
Wiluite,True,
Witherite,True,
Wodginite,True,
Wolframite,True,
Wollastonite,True,
Woodhouseite,True,
Wulfenite,True,
Wurtzite,True,
Wüstite,True,
Wyartite,True,
Xanthiosite,True,
Xanthoconite,True,
Xanthoxenite,True,
Xenophyllite,True,
Xenotime,True,
Xiangjiangite,True,
Xieite,True,
Xifengite,True,
Xilingolite,True,
Ximengite,True,
Xingzhongite,True,
Xitieshanite,True,
Xocolatlite,True,
Xocomecatlite,True,
Xonotlite,True,
Ye'elimite,True,
Yttrialite,True,
Yttropyrochlore-(Y),True,
Yuksporite,True,
Yttrocerite,False,(variety of fluorite)
Yttrocolumbite,False,(variety columbite)
Zabuyelite,True,
Zaccagnaite,True,
Zaherite,True,
Zaïrite,True,
Zakharovite,True,
Zanazziite,True,
Zaratite,True,
Zektzerite,True,
Zemannite,True,
Zeolite (group of silicate minerals),True,
Zeunerite,True,
Zhanghengite,True,
Zharchikhite,True,
Zhemchuzhnikovite,True,
Ziesite,True,
Zimbabweite,True,
Zincite,True,
Zinclipscombite,True,
Zincmelanterite,True,
Zincobotryogen,True,
Zincochromite,True,
Zincolivenite,True,
Zinkenite,True,
Zinnwaldite,True,
Zippeite,True,
Zircon,True,
Zirconolite,True,
Zircophyllite,True,
Zirkelite,True,
Znucalite,True,
Zoisite,True,
Zorite,True,
Zunyite,True,
Zussmanite,True,
Zykaite,True,
Zajacite-(Ce),False,(name changed to gagarinite-(Ce))
Zhonghuacerite-(Ce),False,(considered to be kukharenkoite-(Ce) or huanghoite-(Ce))
Zinalsite,False,(synonym for fraipontite)
