,2127.6595744681,8.47,B1.5IV      ,-0.18
,235.2941176471,6.99,K0III       ,1.187
 ,11.7508813161,8.2,K2          ,1.41
,142.8571428571,8.36,A0          ,0.247
,47.5511174513,8.22,G0          ,0.636
 ,114.2857142857,5.55,G5III       ,0.901
,534.7593582888,8.6,K1III       ,1.1
,168.0672268908,7.75,F2+...      ,0.414
,381.679389313,8.47,A0          ,0.045
,40.2414486922,7.51,G0V         ,0.595
,342.4657534247,8.91,K0          ,1.19
,38.1097560976,7.45,F8          ,0.596
,76.9822940724,8.99,F8V         ,0.585
,38.8048117967,8.58,K0...       ,0.92
,188.3239171375,6.9,K5          ,1.564
,141.8439716312,7.55,A3          ,0.3
,234.7417840376,7.93,A3          ,0.239
,238.6634844869,8.55,K3III       ,1.357
,344.8275862069,6.62,K5III       ,1.531
,325.7328990228,7.89,G5          ,0.93
,176.6784452297,7.51,K1III-IV    ,1.112
,12500,7.36,O6pe        ,0.126
,751.8796992481,8.66,A2          ,-0.039
,555.5555555556,8.51,K3III       ,1.576
,304.8780487805,6.65,G5          ,0.912
,90.3342366757,7.8,F5          ,0.501
,187.265917603,8.21,G5          ,1.108
,227.7904328018,7.9,B9V         ,-0.03
,478.4688995215,8.94,K0          ,1
,135.5013550136,8.69,F8          ,0.509
,-1,8.57,M1III       ,1.612
,168.0672268908,8.89,F5IV/V      ,0.476
 ,20.2839756592,5.98,G5V         ,0.687
,185.873605948,7.92,F3IV        ,0.459
,425.5319148936,7.6,M...        ,1.539
,212.3142250531,8.22,K2          ,1.22
 ,25.641025641,5.7,G1IV...     ,0.519
 ,17.5685172171,12.17,M4          ,1.55
,138.1215469613,8.75,F6/F7V      ,0.487
,116.2790697674,6.93,K0          ,1.086
,209.2050209205,7.97,F0          ,0.256
,323.6245954693,8.06,K2          ,1.431
,148.588410104,7.31,F2IV        ,0.402
,123.3045622688,8.35,G1V         ,0.624
 ,301.2048192771,5.57,B9III       ,-0.023
,162.6016260163,8.87,F8          ,0.426
,194.9317738791,6.68,G9III       ,0.986
,237.5296912114,8.05,A0          ,0.112
 ,13.7023842149,6.07,K0V         ,0.752
,250,8.51,K0          ,1.107
,199.203187251,7.71,G8III       ,1.038
,178.2531194296,8.56,F7V         ,0.548
,409.8360655738,8.26,K0          ,1.233
,414.9377593361,8.62,B9          ,0.148
,110.1321585903,8.21,F8          ,0.574
,157.2327044025,8.72,F4IVws      ,0.41
,606.0606060606,8.03,K5p...      ,1.631
 ,39.0777647519,6.19,F2IV        ,0.386
,271.0027100271,8.22,G5          ,0.951
,201.6129032258,7.93,K0          ,1.107
,150.6024096386,8.98,F8          ,0.567
,271.0027100271,6.91,K0III       ,1.123
,862.0689655172,8.79,K3III       ,1.234
,53.447354356,8.23,G0          ,0.58
,500,8.83,G5          ,1.114
,268.0965147453,7.62,G8III       ,0.955
,247.5247524752,8.96,F3IV/V      ,0.446
,266.6666666667,8.97,A           ,0.05
,119.0476190476,8.29,F0          ,0.387
,2325.5813953488,8.3,M...        ,1.552
,249.3765586035,8.26,F5          ,0.494
,140.4494382022,7.44,A5          ,0.203
,226.7573696145,8.2,A3          ,0.295
,126.742712294,8.68,F5V         ,0.529
,230.9468822171,8.65,A1V         ,0.061
,194.5525291829,8.41,F3V         ,0.405
,206.6115702479,8.42,A3          ,0.345
,304.8780487805,8.86,M5          ,1.552
,248.1389578164,7.92,K0          ,1.054
,238.6634844869,8.85,A3          ,0.323
,83.8926174497,7.56,F5IV-V      ,0.419
,236.4066193853,7.88,F2          ,0.407
,282.4858757062,7.99,K0          ,1.441
,58.207217695,8.23,F8/G0V      ,0.599
,454.5454545455,8.52,K1III       ,1.084
 ,160.2564102564,6.2,A2IV/V      ,0.133
,170.3577512777,7.64,F5          ,0.493
,121.5066828676,8.95,G0          ,0.653
,348.4320557491,7.48,K5III       ,1.532
,48.4730974309,7.06,F5V         ,0.463
,106.7235859125,7.33,K1IV        ,1.011
,657.8947368421,8.98,G5          ,0.739
,139.0820584145,8.24,A6:m...     ,0.271
,138.6962552011,8.53,K0V         ,0.909
,456.6210045662,8.4,G8III       ,1.014
,133.155792277,7.48,F5IV/V      ,0.466
,613.4969325153,8.46,K0          ,1.59
,182.4817518248,8.57,A5          ,0.249
 ,32.5097529259,8.7,K0V         ,0.798
,99.2063492063,8.5,F5          ,0.451
,112.8668171558,8.37,F7V         ,0.595
,165.2892561983,6.87,G5          ,1.124
,400,7.5,M1III       ,1.703
,395.256916996,7.39,B9IV        ,-0.018
,121.802679659,8.19,F8/G0V      ,0.584
,364.9635036496,7.56,G5          ,0.9
,102.7749229188,8.37,F0          ,0.379
,186.2197392924,7.39,K0          ,1.008
,98.6193293886,6.73,G5          ,0.951
,420.1680672269,8.66,G3III       ,0.79
,346.0207612457,8.25,A0          ,0.17
,300.3003003003,8.47,G5          ,0.953
,104.3841336117,8.01,F5          ,0.456
,127.5510204082,6.83,K1/K2III    ,1.158
,237.5296912114,8.79,K2III       ,1.127
,139.0820584145,7.44,F5          ,0.478
 ,149.4768310912,6.43,B8IIIsp...  ,-0.146
 ,80.3212851406,5.93,A1V         ,0.141
,232.0185614849,8.85,K0          ,1.196
,141.6430594901,8.55,G5          ,0.964
,173.6111111111,7.66,A3          ,0.181
,45.8085203848,7.82,G0          ,0.61
,285.7142857143,8.21,K0/K1III    ,1.087
,128.3697047497,8.85,G3:V: + G2: ,0.631
,854.7008547009,7.79,K3III       ,1.45
,274.7252747253,7.58,K1IV        ,1.271
,93.808630394,7.85,F5V         ,0.505
,111.7318435754,7.18,A3V         ,0.156
,261.0966057441,7.54,F2          ,0.408
,122.1001221001,7.12,A5          ,0.184
,228.8329519451,8.84,K0III       ,1.042
 ,99.8003992016,5.67,K1III       ,1.119
,102.3541453429,8.15,F8          ,0.617
,290.6976744186,8.19,G5          ,1.079
,204.0816326531,7.27,A3          ,0.207
,306.7484662577,8.51,A0          ,0.215
,413.2231404959,8.36,K1IIICN...  ,1.113
,520.8333333333,8.74,K2III       ,1.227
 ,307.6923076923,6.18,K2III       ,1.366
,245.0980392157,8.31,K0          ,1.053
,289.0173410405,8.58,G5          ,0.915
,27.6395798784,7.04,G2/G3V      ,0.624
,266.6666666667,8.81,A2          ,0.31
 ,102.1450459653,5.99,G8III:      ,1.034
,285.7142857143,8.22,K1III       ,1.064
,352.1126760563,8,G5          ,1.193
Alpheratz,29.7619047619,2.07,B9p         ,-0.038
,458.7155963303,8.11,A0          ,0.098
,357.1428571429,8.89,K1III       ,1.179
,39.7614314115,7.59,G2V         ,0.626
,347.2222222222,8.72,A0          ,0.071
 ,21.9106047327,10.73,M0          ,1.46
,131.5789473684,7.59,F3/F5V      ,0.508
,78.6163522013,7.41,F8          ,0.606
,69.3000693001,7.78,F5          ,0.358
,361.0108303249,7.76,K2          ,1.618
,105.5966209081,8.94,F5          ,0.419
,434.7826086957,8.95,F2          ,0.435
,460.8294930876,6.41,G3II        ,0.998
 ,413.2231404959,6.11,M0/M1IIICNp ,1.664
,113.1221719457,7.76,F2          ,0.415
,346.0207612457,7.38,K3III       ,1.326
 ,33.0469266358,6.21,F8IV        ,0.504
,167.5041876047,7.05,G5          ,0.963
,157.2327044025,7.44,A0          ,-0.006
,197.2386587771,8.5,F2III/IV    ,0.406
,192.6782273603,7.84,K0          ,1.125
,198.8071570577,7.88,F3V         ,0.473
,145.7725947522,8.65,F3V         ,0.471
,61.5763546798,8.41,G2V         ,0.588
,116.5501165501,7.81,F5IV        ,0.481
,86.1326442722,7.43,F0          ,0.296
,1030.9278350516,8.76,G5          ,0.965
,211.8644067797,7.58,G5          ,0.994
,313.4796238245,6.82,K5          ,1.568
 ,128.5347043702,6.24,K0III       ,0.976
,735.2941176471,7.31,K2          ,1.43
,316.4556962025,7.13,M2III       ,1.64
,77.579519007,8.48,G0          ,0.537
,31.9081046586,8.57,G5          ,0.885
,127.2264631043,7.21,K0III       ,1.087
,54.8847420417,7.72,G0V         ,0.62
,129.8701298701,8.03,A3          ,0.364
,115.6069364162,6.47,A4Vm        ,0.242
 ,89.5255147717,5.57,G9III       ,1.043
 ,142.8571428571,6.32,G4IV...     ,0.738
,154.0832049307,7.78,F3IV/V      ,0.417
,44.4444444444,11.65,M1          ,1.26
,95.6022944551,8.58,G5          ,0.714
,62.1504039776,6.93,G5          ,0.8
 ,23.3535730967,11.73, ,1.493
,114.547537228,7.11,F5          ,0.476
,335.5704697987,8.21,K3III       ,1.339
,729.9270072993,8.42,K1          ,1.4
,317.4603174603,7.05,B5V         ,-0.122
Caph,16.6972783436,2.28,F2III-IV    ,0.38
,208.3333333333,8.77,G5          ,0.461
,45.3103760761,7.78,G0          ,0.68
,58.7199060482,7.02,K0          ,0.932
,507.614213198,8.89,G8III       ,1.033
,51.867219917,7.07,G2III       ,0.644
 ,116.8224299065,6.01,A7IV        ,0.203
 ,68.6341798216,5.42,F3V         ,0.414
,704.2253521127,8.24,B5V         ,0.08
,158.2278481013,8.97,F0          ,0.442
 ,42.9553264605,3.88,K0III       ,1.013
,131.926121372,8.59,F5          ,0.484
,201.6129032258,7.17,B9          ,0.031
,72.4637681159,7.94,G3V         ,0.66
,237.5296912114,7.27,G5          ,1.22
,480.7692307692,7.94,K0          ,1.439
,61.5006150062,8.52,G3V         ,0.687
,186.5671641791,7.59,G8IV        ,1.005
,218.818380744,8.08,K1III       ,1.068
,122.3990208078,8.92,F5V         ,0.499
,343.6426116838,8.84,K0          ,1.128
,307.6923076923,8.37,G8III       ,0.952
,232.0185614849,7.4,M2III       ,1.571
,144.9275362319,8.35,F3/F5V      ,0.437
,41.9111483655,9.53,K1/K2V      ,0.965
,71.8390804598,8.57,G3V         ,0.644
,177.9359430605,8.48,G0          ,0.56
,79.7448165869,8.43,G5          ,0.906
,280.1120448179,8.45,G5          ,0.955
,58.5480093677,8.84,K1V         ,0.833
,70.3729767769,8.64,G5          ,0.716
,218.3406113537,8.42,F5          ,0.41
,135.6852103121,6.34,A6V         ,0.164
,440.5286343612,7.93,K0          ,1.301
,193.0501930502,8.36,K0          ,1.072
,53.1914893617,8.32,G2/G3V      ,0.595
,657.8947368421,7.77,G5          ,1.219
,373.1343283582,6.84,K2          ,1.611
,119.6172248804,8.78,K1IV/V      ,1.011
,225.2252252252,7.19,K1II        ,0.974
,588.2352941176,8.5,K5          ,1.166
,172.4137931034,8.82,F8          ,0.62
,228.8329519451,7.93,K0III       ,0.964
,162.8664495114,7.66,A2V         ,0.139
 ,99.6015936255,5.54,B9V         ,-0.064
 ,74.3494423792,5.29,K1/K2III    ,1.049
,103.8421599169,8.13,F3V         ,0.456
,138.6962552011,7.51,A3+...      ,0.251
,97.65625,7.1,F0          ,0.345
,89.6860986547,7.88,F5V         ,0.476
,129.3661060802,8.38,F5          ,0.371
,319.4888178914,7.77,M...        ,1.603
,240.9638554217,8.5,K0          ,1.042
,327.868852459,8.61,G5          ,1.156
,277.7777777778,8.71,F0          ,0.594
,311.5264797508,6.97,K3III       ,1.377
,117.6470588235,8.56,F5V         ,0.524
,210.970464135,8.11,K0          ,1.032
,254.4529262087,8.91,F0III       ,0.356
,892.8571428571,7.83,G8III       ,1.311
,364.9635036496,8.95,K0          ,1.104
,335.5704697987,7.2,B9          ,-0.053
 ,55.0055005501,5.84,K1III       ,0.973
 ,308.6419753086,5.01,F2II        ,0.405
,73.9098300074,8.92,G2V         ,0.578
,98.5221674877,8.38,F7V         ,0.508
,96.6183574879,7.74,A           ,0.473
,305.8103975535,8.6,K0          ,1.042
,162.074554295,8.35,F7V         ,0.528
,273.9726027397,7.11,M4III:      ,1.528
,133.6898395722,8.98,G0          ,0.471
,546.4480874317,7.75,K0          ,1.487
,77.4593338497,8.24,F6V         ,0.491
 ,153.3742331288,6.74,B7IV        ,-0.074
,210.970464135,6.83,K4III       ,1.429
,140.8450704225,7.7,A0          ,0.144
,602.4096385542,6.7,B1V         ,-0.017
,289.8550724638,8.67,K0III       ,1.037
,181.4882032668,8.73,F7IV        ,0.563
 ,66.401062417,6.66,F3/F5IV+... ,0.372
,193.7984496124,8.29,A0          ,0.077
,64.2260757868,8.47,G5          ,0.574
,343.6426116838,8.16,K2          ,1.165
,114.0250855188,8.97,F5          ,0.497
,54.9450549451,7.51,F8          ,0.503
,574.7126436782,8.97,B7IIIe+K3III,0.674
,228.3105022831,8.55,G3V         ,0.692
 ,65.1465798046,5.84,K0III       ,1
,266.6666666667,7.85,B9          ,0.099
,125.786163522,8.68,G2V         ,0.588
,205.7613168724,8.05,G5          ,0.878
